iter	Accuracy	MultiClass
876	0.9966555184	0.03233624879
877	0.9966555184	0.03231563173
878	0.9966555184	0.03228785611
879	0.9966555184	0.0322486345
880	0.9966555184	0.03220677514
881	0.9966555184	0.03218152441
882	0.9966555184	0.03214511674
883	0.9966555184	0.03211687711
884	0.9966555184	0.032076036
885	0.9966555184	0.03205450042
886	0.9966555184	0.03202379314
887	0.9966555184	0.03199811613
888	0.9966555184	0.03196879378
889	0.9966555184	0.03194893887
890	0.9966555184	0.03190557054
891	0.9966555184	0.03188906626
892	0.9966555184	0.03187634886
893	0.9966555184	0.03184772201
894	0.9966555184	0.03181561073
895	0.9966555184	0.03175282845
896	0.9966555184	0.03171532995
897	0.9966555184	0.03166609722
898	0.9966555184	0.03163737867
899	0.9966555184	0.03161250354
900	0.9966555184	0.03158580658
901	0.9966555184	0.03155676371
902	0.9966555184	0.03153446551
903	0.9966555184	0.03148073122
904	0.9966555184	0.03145941754
905	0.9966555184	0.03141986654
906	0.9966555184	0.03137500957
907	0.9966555184	0.03135483164
908	0.9966555184	0.03131560815
909	0.9966555184	0.03126920758
910	0.9966555184	0.0312352441
911	0.9966555184	0.03118185987
912	0.9966555184	0.03115350837
913	0.9966555184	0.03113486492
914	0.9966555184	0.03107601631
915	0.9966555184	0.03104600779
916	0.9966555184	0.03100684937
917	0.9966555184	0.03098523296
918	0.9966555184	0.0309535249
919	0.9966555184	0.03093964285
920	0.9966555184	0.03087864725
921	0.9966555184	0.03085668028
922	0.9966555184	0.03080835129
923	0.9966555184	0.03078933821
924	0.9966555184	0.03076102408
925	0.9966555184	0.03074086722
926	0.9966555184	0.03071700001
927	0.9966555184	0.03069231319
928	0.9966555184	0.03064883384
929	0.9966555184	0.03061985449
930	0.9966555184	0.03058415524
931	0.9966555184	0.03053606705
932	0.9966555184	0.03051471319
933	0.9966555184	0.03049065579
934	0.9966555184	0.03046326339
935	0.9966555184	0.03043036675
936	0.9966555184	0.03040311317
937	0.9966555184	0.03036510728
938	0.9966555184	0.03032786869
939	0.9966555184	0.03029635207
940	0.9966555184	0.0302507343
941	0.9966555184	0.03021877219
942	0.9966555184	0.03020456762
943	0.9966555184	0.03019486951
944	0.9966555184	0.03017269079
945	0.9966555184	0.03015646876
946	0.9966555184	0.03013621419
947	0.9966555184	0.03009928849
948	0.9966555184	0.03006407243
949	0.9966555184	0.03004562956
950	0.9966555184	0.03001369282
951	0.9966555184	0.0300057318
952	0.9966555184	0.02998819769
953	0.9966555184	0.02995132624
954	0.9966555184	0.02993203555
955	0.9966555184	0.02987710497
956	0.9966555184	0.02984117828
957	0.9966555184	0.02981015771
958	0.9966555184	0.02979906938
959	0.9966555184	0.02978616701
960	0.9966555184	0.02972744119
961	0.9966555184	0.02971890698
962	0.9966555184	0.02968562377
963	0.9966555184	0.02966483947
964	0.9966555184	0.02962817046
965	0.9966555184	0.02961649613
966	0.9966555184	0.02958774685
967	0.9966555184	0.02955323938
968	0.9966555184	0.02953696229
969	0.9966555184	0.02950700314
970	0.9966555184	0.02944998136
971	0.9966555184	0.02942700939
972	0.9966555184	0.02938853508
973	0.9966555184	0.02934440897
974	0.9966555184	0.02931125051
975	0.9966555184	0.02929133771
976	0.9966555184	0.02926097559
977	0.9966555184	0.02924142053
978	0.9966555184	0.02922193945
979	0.9966555184	0.0291845006
980	0.9966555184	0.02916786046
981	0.9966555184	0.02914831292
982	0.9966555184	0.02908678991
983	0.9966555184	0.02904249882
984	0.9966555184	0.02903000251
985	0.9966555184	0.02901140562
986	0.9966555184	0.02899629382
987	0.9966555184	0.02895912423
988	0.9966555184	0.02892208046
989	0.9966555184	0.02888394926
990	0.9966555184	0.02885542163
991	0.9966555184	0.02881484576
992	0.9966555184	0.0287921372
993	0.9966555184	0.02878389857
994	0.9966555184	0.02877458685
995	0.9966555184	0.0287461708
996	0.9966555184	0.02872110475
997	0.9966555184	0.028704728
998	0.9966555184	0.02866695315
999	0.9966555184	0.02865252493
